meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
NX1301,1.308397596,1.301675825,1.272683419,1.263912091,1.291589861,1.258066266,1.320969415,1.387521956,1.670476671,1.582383216,1.367916416,1.521464077,1.433046396,1.478173139,1.381805497,1.405217142,1.305006142,1.33368886,1.259061482,1.306385111,1.303676861,1.269508708,1.245076102,1.228152156,35.787,25.946,33.80433333,35.06925,34.6605,30.916,37.39266667,39.53733333,26.95166667,35.6105,1086.161667,1061.976,1060.4365,1086.698333,1027.919667
NX1302,0.313496751,0.329932082,0.294987128,0.231268519,0.237774724,0.236138451,0.223848147,0.222678008,0.225925445,0.284336594,0.463844589,0.531588144,0.397142007,0.41041523,0.575247418,0.505644991,0.477822728,0.532434061,0.506631553,0.535881034,0.611499585,0.524411613,0.561197958,0.519013406,13.8092381,10.69981746,9.024333333,11.969,16.652,11.089125,10.3662375,14.93597619,11.6856131,9.024333333,360.9565159,381.3916631,391.9213185,383.6509417,370.0392472
NX1303,0.249252812,0.259236417,0.262922523,0.23656055,0.242941766,0.266786294,0.365517483,0.314606716,0.288044031,0.28640834,0.278911854,0.288042611,0.300649704,0.287929895,0.290169227,0.279081937,0.31832719,0.303116948,0.34368682,0.426571044,0.390748239,0.3485972,0.329376453,0.291715275,6.57859127,7.424882937,5.95975,5.898841549,5.917,7.004166667,6.63395,6.581045635,6.955691468,6.033666667,207.1930531,208.3981841,200.576433,203.164775,198.0002807
NX1304,0.390372391,0.361446781,0.294712507,0.305570162,0.289472155,0.276634242,0.251141115,0.264633809,0.259239428,0.271226582,0.273943538,0.260858437,0.279411747,0.316696508,0.236999606,0.198571974,0.21482504,0.26343697,0.274831941,0.321523232,0.397698093,0.485387975,0.44545015,0.429873562,7.11406746,7.460859127,6.6095,7.145,6.9085,8.505125,6.6075,6.587634921,8.338218254,6.6095,223.3548829,227.1558935,211.6537169,224.7210985,223.3732447
NX1305,0.281101099,0.218037474,0.215553023,0.195725446,0.19310546,0.200140293,0.188929818,0.246799215,0.248544634,0.328140182,0.445366446,0.578662131,0.618840666,0.454122137,0.358120828,0.44246839,0.391299201,0.474228128,0.511569754,0.375183316,0.461261142,0.539340728,0.520706757,0.318238518,9.839765873,8.836132275,9.308,7.639,9.667,11.0395,7.6495875,10.65902116,9.003099206,9.590666667,305.1930485,305.1848446,288.1648531,290.3842945,288.0442153
NX1306,0.32268153,0.199887503,0.14800703,0.139994004,0.144380215,0.138455881,0.139198716,0.141931097,0.15351359,0.175432437,0.230393141,0.305751582,0.298361614,0.268832879,0.239233003,0.189425333,0.194011171,0.176730901,0.195293157,0.286247211,0.315204285,0.377082297,0.402633219,0.341515672,5.550402778,7.356736111,6.105,6.346,6.7515,8.06225,6.114677778,4.981201389,6.500490741,6.245,204.794563,204.8449583,193.5471889,208.4913843,200.1065676
NX1307,0.337634887,0.333596654,0.363090089,0.317296183,0.293821958,0.283513825,0.310553584,0.284002559,0.328161606,0.427426255,0.489251967,0.512955583,0.514515504,0.510039378,0.5564695,0.518865806,0.548781817,0.539865458,0.481849946,0.500661477,0.451888951,0.555805747,0.580385095,0.605899756,9.973069444,11.64480556,10.0755,9.07075,8.806,12.73375,9.983216667,9.921092593,10.61690278,10.0755,311.9777426,310.3559037,300.2563556,314.3525926,301.4180907
NX1308,0.333248097,0.271505289,0.25496032,0.255713056,0.24813705,0.252782656,0.242455739,0.259606414,0.387792797,0.300836093,0.28554276,0.294491709,0.315758659,0.309298832,0.311820222,0.334261187,0.342890558,0.320859611,0.402511614,0.391333806,0.414211665,0.430439769,0.44877855,0.360789783,8.009698413,8.469910053,8.11475,7.599,7.66375,8.622875,7.1397625,7.547599206,8.469910053,8.4125,244.1984194,246.8447468,237.2379854,244.1208412,235.0334544
NX1309,0.169399866,0.147142673,0.142683493,0.128398428,0.125797433,0.122323088,0.130312813,0.123301927,0.140118887,0.159429651,0.15914337,0.162091252,0.148322449,0.141313143,0.132321937,0.155624961,0.142792431,0.176303761,0.174858509,0.21624703,0.168284437,0.300582051,0.262845914,0.180157609,5.292740079,4.406021164,4.5145,4.699333333,4.369,5.055083333,4.932155556,5.292740079,4.406021164,4.5145,150.9448189,148.1165796,145.52677,147.8221271,143.832021
NX1310,0.202909313,0.216470636,0.214056828,0.222458599,0.203503092,0.262790373,0.369335139,0.492221703,0.330918004,0.236952483,0.210013679,0.203814948,0.296979291,0.322854022,0.303945498,0.295849421,0.279449968,0.302887198,0.430876926,0.428617997,0.388717787,0.329029173,0.297910082,0.240262946,7.022061508,7.417489087,6.916,6.61175,7.992,7.935375,6.085572222,7.022061508,8.064652116,6.00525,223.1837815,220.5844638,215.1076587,220.1611676,211.7667811
