meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
NX1301,1.0480382442474365,1.0421862602233887,1.0488141775131226,1.029463291168213,1.0394834280014038,1.046327829360962,1.1126389503479004,1.0165232419967651,1.2146151065826416,1.745434045791626,1.514782428741455,1.3929524421691895,1.4509482383728027,1.5919435024261475,1.3123329877853394,1.2285698652267456,1.158643364906311,1.1653428077697754,1.083459734916687,1.1193538904190063,1.0418752431869507,1.2005006074905396,1.100902795791626,1.0503668785095215,39.53733333333334,26.95166666666667,35.6105,35.069250000000004,32.53,31.257,37.39266666666667,41.44200000000001,26.95166666666667,33.80433333333334,1076.0735000000002,1065.5783333333336,1047.1418333333334,1069.4081666666666,1041.6796666666671
NX1302,0.2985,0.369,0.3825,0.369,0.327,0.326,0.2975,0.2905,0.297,0.3605,0.537,0.794,0.5854999999999999,0.5435000000000001,0.922,1.0455,0.919,0.8815,0.7915,0.8415,0.8180000000000001,0.9605,0.748,0.695,14.700473214285715,12.774383928571426,9.467249999999998,12.102666666666664,16.652,7.780011507936509,10.577580357142855,14.668297619047621,12.774383928571426,9.024333333333333,353.3222071428572,374.1511893518519,361.894793915344,381.5907917989418,355.20166256613754
NX1303,0.21589453518390656,0.2314572036266327,0.24219852685928345,0.2058674544095993,0.2339565008878708,0.22511327266693115,0.34712138772010803,0.293332576751709,0.27376750111579895,0.27973267436027527,0.27559277415275574,0.2876211404800415,0.3322635591030121,0.3265477418899536,0.32654672861099243,0.33784085512161255,0.3263331651687622,0.36189597845077515,0.3436804413795471,0.3893014192581177,0.35562947392463684,0.37025386095046997,0.3449455499649048,0.3227822184562683,7.016437500000002,7.597971825396827,5.95975,5.955238095238098,6.2496011904761914,8.248593055555556,6.4179345238095244,6.9216250000000015,7.203228869047621,5.95975,212.1563715608465,211.76539484126988,208.521739484127,209.93454616402119,204.81627552910058
NX1304,0.2285374253988266,0.32966506481170654,0.3090563416481018,0.33342525362968445,0.3178090453147888,0.2966488301753998,0.2702072262763977,0.25886020064353943,0.27538493275642395,0.29491522908210754,0.26661038398742676,0.26781079173088074,0.2811506986618042,0.2972947359085083,0.2638571858406067,0.24780124425888062,0.29154130816459656,0.3030627965927124,0.27500200271606445,0.3631327748298645,0.376118004322052,0.4667723774909973,0.45673641562461853,0.41448211669921875,6.834410714285714,7.790595238095237,6.6095000000000015,7.110333333333332,6.90475,8.166215873015872,6.5294375,6.834410714285714,7.790595238095237,6.6095000000000015,224.60078161375662,228.22737791005287,215.71664451058206,229.5190330687831,221.6099337962963
NX1305,0.21100000000000002,0.201,0.192,0.188,0.18899999999999997,0.182,0.1815,0.221,0.1975,0.28800000000000003,0.4535,0.556,0.544,0.534,0.4545,0.4715,0.3405,0.4585,0.5145,0.2955,0.382,0.5535000000000001,0.522,0.3685,10.804898809523811,8.946584821428571,9.59066666666667,7.639000000000001,9.5965,13.612586309523811,7.7167023809523805,10.804898809523811,8.946584821428571,9.308000000000002,304.02488888888894,307.8993353174603,298.30086408730165,296.89673412698414,296.6122400793651
NX1306,0.25529499999999977,0.17592499999999986,0.15417000000000006,0.1510000000000001,0.15021500000000002,0.15439000000000014,0.157505,0.16227999999999998,0.18533,0.2082400000000001,0.2499100000000002,0.32123,0.29004499999999994,0.2764400000000001,0.2278200000000001,0.211885,0.24912,0.2404149999999999,0.3619150000000001,0.3818199999999999,0.3240649999999997,0.357835,0.3679100000000001,0.3352800000000001,4.841154761904762,7.292562499999999,6.245,6.115,6.512666666666667,6.838695634920634,5.882821428571429,4.841154761904762,6.457708333333333,6.245,207.953075,198.3541734126984,199.01687976190476,203.83570753968246,198.11635297619046
NX1307,0.4363788068294525,0.410381019115448,0.526171863079071,0.43835267424583435,0.3826572000980377,0.3960263133049011,0.41829201579093933,0.3322724997997284,0.44110530614852905,0.5038581490516663,0.5695419907569885,0.45329466462135315,0.5702708959579468,0.6080015897750854,0.6217928528785706,0.6604909300804138,0.6363221406936646,0.6563020348548889,0.6522443294525146,0.5170872211456299,0.5955597162246704,0.6559920310974121,0.7050144076347351,0.714123010635376,10.197995535714286,10.585241071428571,9.4515,9.197500000000002,8.806000000000003,13.468879761904759,10.364761904761904,10.128991071428572,11.581482142857144,10.687000000000001,322.5214198412698,316.4703307539683,306.25813928571426,315.1324890873016,316.0160781746032
NX1308,0.241,0.266,0.253,0.244,0.246,0.24,0.254,0.27,0.345,0.29600000000000004,0.281,0.279,0.274,0.29100000000000004,0.29600000000000004,0.337,0.396,0.441,0.498,0.456,0.459,0.471,0.47,0.378,7.4884642857142865,8.046285714285716,8.088666666666667,8.00525,7.409333333333333,8.797361011904762,7.539049107142858,7.4884642857142865,8.046285714285716,8.412500000000001,249.79376111111114,246.80515892857144,233.6711968253969,246.7272420634921,245.02060416666663
NX1309,0.13331468403339386,0.1818520575761795,0.18773160874843597,0.18959657847881317,0.1522287130355835,0.15178924798965454,0.16755908727645874,0.13955223560333252,0.1705383062362671,0.17922444641590118,0.19917696714401245,0.21642987430095673,0.2187078446149826,0.23169417679309845,0.2247144728899002,0.2455292046070099,0.19275498390197754,0.20504876971244812,0.11875594407320023,0.1752672791481018,0.1263313740491867,0.2828223407268524,0.2531808018684387,0.19422072172164917,5.016459821428572,4.472726190476192,4.4662500000000005,4.699333333333335,4.369,5.125929497354497,4.696142857142856,5.477279761904762,4.472726190476192,4.4662500000000005,149.41802433862438,148.08950628306874,148.59446871693126,149.0398606481481,144.767060978836
NX1310,0.09819524735212326,0.15946592390537262,0.2262134552001953,0.23094457387924194,0.23737068474292755,0.27396711707115173,0.26398444175720215,0.36154934763908386,0.24477601051330566,0.12942944467067719,0.09136011451482773,0.050250425934791565,0.23899270594120026,0.25472092628479004,0.2723572254180908,0.2666674256324768,0.18492905795574188,0.3336251378059387,0.415351539850235,0.42085427045822144,0.31039080023765564,0.2599647641181946,0.23674675822257996,0.22031092643737793,6.748482142857143,8.234017857142858,6.379666666666666,6.983333333333333,7.326,7.341581746031747,6.870767857142857,6.826964285714286,7.410258928571428,6.916,218.38842453703705,217.65659074074082,210.8024583994709,221.27220476190482,214.57169788359784
NX1311,0.26450005173683167,0.28064683079719543,0.23875047266483307,0.2200981229543686,0.21217942237854004,0.20935474336147308,0.20083102583885193,0.21935544908046722,0.289531946182251,0.38110271096229553,0.2681143283843994,0.277746319770813,0.2660141587257385,0.2713940441608429,0.26434189081192017,0.2816574275493622,0.27733680605888367,0.2751826345920563,0.2867881953716278,0.30942970514297485,0.30274391174316406,0.30273088812828064,0.31288689374923706,0.3032725751399994,6.113616071428571,6.8335839285714295,5.7334999999999985,5.672494047619049,5.7170000000000005,6.428003075396826,5.9405625,6.08707738095238,6.648079761904763,6.035499999999999,190.84849563492062,190.54405066137562,183.04703822751324,188.24040476190484,186.04688683862437
NX1312,0.16735249757766724,0.18679746985435486,0.17953909933567047,0.18387511372566223,0.18442833423614502,0.2022346556186676,0.19741252064704895,0.18035069108009338,0.18926045298576355,0.1842980980873108,0.19040901958942413,0.19178245961666107,0.18243813514709473,0.20196929574012756,0.20764848589897156,0.17745310068130493,0.184068500995636,0.2045779824256897,0.20995333790779114,0.18080651760101318,0.18929921090602875,0.18202842772006989,0.1831102967262268,0.17343387007713318,5.6585,18.8955,18.80125,15.272999999999998,19.50575,19.579000000000004,4.521333333333334,4.883,19.142000000000003,18.80125,463.6213333333334,466.01516666666674,394.56683333333336,446.3928333333334,455.26316666666673
NX1313,0.1559424102306366,0.2118784785270691,0.21999067068099976,0.2449423223733902,0.2443801760673523,0.21462710201740265,0.18985246121883392,0.22481076419353485,0.3038262128829956,0.3075711131095886,0.2878333330154419,0.2943563759326935,0.3080526888370514,0.2960136830806732,0.3033602833747864,0.310147762298584,0.3876124620437622,0.38990968465805054,0.39499759674072266,0.3502786159515381,0.32751643657684326,0.2603580057621002,0.2408841848373413,0.2506646513938904,7.0294583333333325,8.094644642857144,6.94075,6.780761904761905,7.057428571428571,8.546154761904763,7.847683035714287,6.9786875,7.404920535714287,7.1045000000000025,235.37554027777782,235.11381071428573,232.3205700396826,237.52339880952385,235.08797857142858
NX1314,0.35835999999999985,0.37239,0.32104,0.22364500000000004,0.22606,0.20708999999999986,0.1530900000000001,0.12618999999999994,0.137955,0.14746499999999993,0.20453,0.33971,0.20144000000000006,0.196105,0.2409699999999999,0.2902799999999999,0.362545,0.36714500000000017,0.3514100000000003,0.3583099999999999,0.366175,0.3856799999999999,0.4547900000000001,0.3954349999999999,6.404744047619048,5.918541666666667,4.01975,3.9540000000000006,4.973333333333334,4.506444345238095,6.093276785714285,6.654058035714287,5.89490625,4.288,161.48942797619048,165.553596031746,164.47839523809523,167.07064305555554,157.92888432539684
NX1315,0.24255603551864624,0.2611805498600006,0.2809002101421356,0.25223395228385925,0.3004750609397888,0.30069124698638916,0.28054559230804443,0.26730743050575256,0.3203308582305908,0.37842056155204773,0.3212892711162567,0.35749170184135437,0.2796000838279724,0.353779137134552,0.3209131956100464,0.2957249879837036,0.37634286284446716,0.4341908395290375,0.5480160117149353,0.5514247417449951,0.48510685563087463,0.5133944153785706,0.476634681224823,0.4889378845691681,9.222616071428572,10.684779761904762,9.095,9.54575,8.716250000000002,9.714091666666668,9.263511904761906,9.222616071428572,10.684779761904762,9.933,293.80442202380954,292.9218851190477,283.30221726190484,294.6722041666667,286.32222857142864
NX1316,0.39057400822639465,0.3123031258583069,0.3418254852294922,0.5378502607345581,0.5454123020172119,0.518418550491333,0.472516804933548,0.586287260055542,0.6226542592048645,0.7897051572799683,0.6279360055923462,0.6585007309913635,0.5697540640830994,0.6404643058776855,0.7069183588027954,0.7498452067375183,0.6566669940948486,0.7863455414772034,0.8305450081825256,0.6528124809265137,0.6482423543930054,0.563688337802887,0.5261521935462952,0.5523821115493774,13.537473214285715,12.3106875,8.575333333333333,10.609000000000002,10.21925,10.703584920634919,11.642029761904759,13.143486607142858,12.3106875,8.9155,355.48309021164016,356.900236441799,349.5358014550265,348.92670026455033,336.9834386904762
NX1317,0.3384867012500763,0.2506796717643738,0.3054090440273285,0.266367644071579,0.25141528248786926,0.22119106352329254,0.21014752984046936,0.22243592143058777,0.329025000333786,0.3384406566619873,0.3492673635482788,0.3557742238044739,0.3259192705154419,0.41073450446128845,0.37989798188209534,0.4598143994808197,0.4072240889072418,0.3564273715019226,0.4082147479057312,0.38157689571380615,0.40821215510368347,0.4533205032348633,0.42076143622398376,0.4829447567462921,9.516529761904762,8.413695833333334,8.642499999999998,8.712440476190475,7.82077380952381,10.905093849206347,7.3131875,9.516529761904762,8.413695833333334,8.519,264.48232665343915,267.83794186507936,253.44114742063488,271.96844609788354,255.52766937830685
NX1318,0.22288991510868073,0.14014433324337006,0.14221356809139252,0.14596706628799438,0.14178574085235596,0.13559094071388245,0.13934767246246338,0.14109072089195251,0.1442381739616394,0.16703546047210693,0.2297307550907135,0.2690892219543457,0.24344244599342346,0.27375030517578125,0.1900210827589035,0.14911799132823944,0.17229866981506348,0.24806322157382965,0.19374102354049683,0.25611627101898193,0.22918899357318878,0.34988677501678467,0.3512367606163025,0.35729002952575684,5.585669642857141,5.5396,5.2805,4.7455,4.4845,6.632372023809526,5.791999999999999,5.88358482142857,5.620730357142856,5.149333333333334,169.31437678571433,172.16475357142858,162.5540706349206,171.7140950396825,168.57997380952378
NX1319,0.2585,0.20199999999999999,0.2025,0.1765,0.1865,0.2075,0.233,0.2965,0.40399999999999997,0.4135,0.3945,0.3645,0.345,0.3965,0.3785,0.3845,0.4065,0.46299999999999997,0.4895,0.5085,0.518,0.506,0.4685,0.406,9.19630357142857,8.521352976190476,7.792999999999999,8.31407142857143,7.0495,9.077824503968255,8.868888392857144,9.20220238095238,8.824779166666666,7.7733333333333325,263.2198360449736,267.0189092592593,259.66682301587304,265.23530515873017,259.21947857142857
