meter_id,X2018_7_1_1h,X2018_7_1_2h,X2018_7_1_3h,X2018_7_1_4h,X2018_7_1_5h,X2018_7_1_6h,X2018_7_1_7h,X2018_7_1_8h,X2018_7_1_9h,X2018_7_1_10h,X2018_7_1_11h,X2018_7_1_12h,X2018_7_1_13h,X2018_7_1_14h,X2018_7_1_15h,X2018_7_1_16h,X2018_7_1_17h,X2018_7_1_18h,X2018_7_1_19h,X2018_7_1_20h,X2018_7_1_21h,X2018_7_1_22h,X2018_7_1_23h,X2018_7_1_24h,X2018_7_1_d,X2018_7_2_d,X2018_7_3_d,X2018_7_4_d,X2018_7_5_d,X2018_7_6_d,X2018_7_7_d,X2018_7_8_d,X2018_7_9_d,X2018_7_10_d,X2018_7_m,X2018_8_m,X2018_9_m,X2018_10_m,X2018_11_m
NX1301,1.161409894181175,1.2190555340788183,1.2000043268125755,1.1844551342769174,1.1716582290313033,1.1865012709576246,1.1958018142178966,1.248557077415015,1.5902328476401904,2.4431707913679173,2.6523878513795154,2.0749557900735587,2.3524635172427986,2.273477965704016,1.7354816597246372,1.5562137714812159,1.4122310204721058,1.3459872424982837,1.2429765749210595,1.2115681158369291,1.243794821536601,1.2243149660816834,1.1579974483731705,1.1477528776982082,36.23245054300322,30.855641793172072,35.2605987112417,39.96233396553272,38.67550406064465,37.533207151591036,35.40475370911694,38.28497723091618,32.44545450270498,37.708319879406396,1202.8291396415252,1438.2889043558998,1252.7216468847862,1209.5073684484212,1182.443229203854
NX1302,0.41671088724544597,0.42571296891037685,0.37800268897392003,0.2949973415731591,0.3104549704787101,0.3123756046224039,0.26815282787707173,0.28782770271778085,0.29129492175902005,0.3139075035697279,0.6042568261048037,0.6274756040196591,0.5133633222824586,0.5483725831831346,0.7650037421912654,0.6686382099934809,0.6660184299628953,0.7268998228998416,0.836731652191776,0.6840752111465692,0.7844479519844798,0.8608912656107309,0.7170416888574861,0.6239232932787114,12.926577021434909,11.866218163580863,10.90302617138496,12.03569901833867,14.322293645854183,12.277377114259416,11.825816972229564,13.546047027336627,14.204553931961794,11.482175956614336,421.07689032179036,520.3011350919113,450.6746496371018,422.84828875128557,415.93540249438894
NX1303,0.2682733776087832,0.2727341189163818,0.28651013805616526,0.25398709572374684,0.26091433391694113,0.2824526956220969,0.3808718011111817,0.3317572130378239,0.30892528664442365,0.2958512481480296,0.28676894806989695,0.3020615041360493,0.3094096807979017,0.29944900044436334,0.2919017755226078,0.2869532319287668,0.33322114855760415,0.35286980345071217,0.36603690796941263,0.42927834227707995,0.4116572760521075,0.3717611046986756,0.3433177706443292,0.3151998234779405,7.642163626813022,7.658159993687854,7.461576436111849,7.680472856711254,8.02800114603383,8.40732054464284,8.012403347545154,8.060914410373893,8.23867407893885,8.331582887673406,264.86340478689556,317.417268024863,284.84570414392203,273.3916597971358,267.9663023390017
NX1304,0.40697937072576745,0.3610683503200871,0.30652945991111885,0.3218072685532264,0.30296064695586655,0.286876975546251,0.2558368023819817,0.269662602562638,0.2660723769997204,0.2794424755225922,0.2747054967651054,0.2607499701055042,0.2892581555956117,0.3293224001925577,0.2537442626460424,0.21040644944364284,0.23093090781528508,0.2850564819981889,0.2599155284068882,0.3337215541698043,0.40973759350156147,0.4854349266615088,0.48273144668171797,0.42719149383686655,7.590142997299536,7.433036195164524,7.592628410529855,7.8141212921958285,7.966370691949967,8.840860664907721,7.5423297094706285,7.911698572004947,8.123735643763327,8.571638222916354,265.1680951150378,320.0331781800658,279.6657724282172,271.1869094096025,265.1053654522492
NX1305,0.31823578926552565,0.22458905267568557,0.22365712706827562,0.21561191561145393,0.20031939396446558,0.20507711843537677,0.2050824299947373,0.2691562049695605,0.27340398817973416,0.36514877614527513,0.5105700872042734,0.6377837122747659,0.6518159373479153,0.5015901443200695,0.495073830176771,0.45567975859569415,0.4203849322367702,0.4739319014322831,0.42519599910035194,0.2992749409930376,0.44557288598658173,0.5362120351524952,0.5554286721618988,0.3257676729389622,9.23456430623196,9.46359991740186,9.167738913410782,9.232590013738097,10.219220327817684,10.167509833925331,9.52243407112854,9.95187810374511,9.865283042211825,10.332572943167946,319.5517254351356,358.56496008540705,310.850650666928,303.60446826677787,293.860485875988
NX1306,0.3910776322995426,0.22317546270078956,0.17128505772110517,0.15890242278711783,0.16793430588498065,0.16313428464346183,0.16108484338776147,0.1648468469050689,0.17497402253471261,0.20389589748631293,0.2754473872484866,0.3864900257163626,0.3398980348982416,0.2955627204472483,0.26017403741704376,0.218488900310041,0.21408750304691804,0.19705427389517902,0.2208759471332952,0.3060985196099773,0.3422202027475628,0.41881919076653,0.4655961575616081,0.39747504650663956,6.318598723655987,7.553412696434593,6.998478451191235,7.100753528131294,8.091475747801258,9.189083204780768,6.840775148102664,7.15193269405325,9.43532967285144,8.782646104308407,292.95190664528906,302.88753842046873,234.37126111377097,222.09504261163565,207.51104668820477
NX1307,0.36391867579478615,0.35193504472794307,0.3717620553420319,0.33035350894495724,0.30583283835566305,0.2986259119452978,0.3317203540471187,0.3026543672150426,0.3545535105215403,0.46423922312773847,0.517805861058514,0.5251574343700719,0.5574843692254542,0.5537191126386244,0.5600841013441031,0.5332798409278378,0.5651540660721022,0.5752094768956648,0.4982626542985832,0.49473680396602887,0.4647162014151467,0.561386159209163,0.6392305994568528,0.6057735520921186,11.127595722992384,10.55244177091006,10.458102661142327,10.070684767502865,10.471989207218837,12.633989966098415,11.38306394222835,11.021022533225072,11.292317901570797,11.331197788951485,370.06876297603446,440.67929906314066,369.72505368121074,360.6482688731473,350.3089185724445
NX1308,0.3550981072672315,0.29091583968582446,0.27182806138088084,0.27125584939549796,0.26013848290573716,0.2627784801775505,0.25434960700234016,0.27407097165439914,0.4056903260572796,0.31830413817235886,0.2979612191163007,0.30849804078665183,0.32581873945246675,0.32146657796368183,0.33109141788871244,0.35381610959978715,0.36295601768426244,0.35193470858439374,0.4474766209769615,0.4310335161837098,0.4393447892805489,0.45673062649695007,0.45376911322014624,0.33532388588422535,8.1816512468179,8.4162158806048,8.39574408192667,8.471823090483388,8.667741644141294,9.290072398348046,8.222747599929857,8.466422375795869,8.752383339415735,9.062769160299815,277.543193250513,321.27928030140566,285.94123210646063,280.7465579970402,273.23169926378756
NX1309,0.19468403099805306,0.1726287998408998,0.16597788045636128,0.1361543739930481,0.14148919258420742,0.12963206372311326,0.14329054184918585,0.1514948902681976,0.15876519972132125,0.2237487306463476,0.27215395554557453,0.21101024942760607,0.17507791403933698,0.18011796675899325,0.16382180866842813,0.20152363064472412,0.19233194195600226,0.26596336097500833,0.25045596100708667,0.21241559580282,0.32493515890979424,0.5376222319639133,0.38727845502666786,0.17162199236088765,5.164195927167579,4.34766232800159,4.88732606015001,5.422651279048058,5.832145493763321,6.1961346367645405,5.079649503826115,4.948878070841555,4.156829320279524,4.7487738066585,154.54330319946223,149.23186772483754,112.60310089888749,96.96279983450573,92.81175530454387
NX1310,0.22577511165655326,0.22850289520538522,0.22552522418740598,0.234541050600309,0.22081973337818425,0.2951556494753087,0.39182962625260437,0.5395360149036392,0.3524686140663262,0.2505752373377398,0.22224372721123953,0.20437499466655,0.29892058579461994,0.33386183583357115,0.31210528869823434,0.30590816485055344,0.2807147443005932,0.3460793869443891,0.43248562114996975,0.4344131717602938,0.41434677326807906,0.3465484295103921,0.30060708164411487,0.2293597227063803,7.426698685402437,7.485388456358907,7.173174992790532,7.009753202344024,7.919435991057172,7.833119366392059,6.805113483008631,7.276944807859099,7.6414623923772895,7.426922167390069,243.16926789942292,246.96405048433277,220.11006832715952,217.4126774457644,208.1541253298982
NX1311,0.29184079106322663,0.2797881772822653,0.2455583257156297,0.22443420772991898,0.20990547583261163,0.21389326105710474,0.2069624250118514,0.24928958544250898,0.3539806718373833,0.36055837652660644,0.2711546050662417,0.26608191791994595,0.2665767670777042,0.26580757469335725,0.2646478666667466,0.2633211731989057,0.26886455583710916,0.2730219626991277,0.2837209031205086,0.29219911843812907,0.31458403252389344,0.3320308431196859,0.31274201787292627,0.31049539681213784,6.621460032545527,6.758632727682811,6.695829812036753,6.950335187272618,6.961818797396358,7.1764058919706315,6.741120202713952,7.156138800857071,7.327508754739822,7.31803738951643,234.9653843531404,298.34964971224053,261.85668946203856,246.5339013173141,242.60017071666255
NX1312,0.25762295303238897,0.2648232229649262,0.2649845404110743,0.2772415448044071,0.28226996397821147,0.27680199158572694,0.285967499880839,0.2805877081462587,0.274614851780569,0.2719207637072787,0.27211630117909424,0.27071521733152215,0.2672027907415682,0.28737235444973425,0.29899263037866797,0.27186250597200917,0.2979990337639896,0.3072005666825485,0.3476398264999086,0.2851056532339448,0.3031773001013296,0.27112985116097027,0.26600698918052823,0.269307587430118,6.752663648397614,24.0704424889933,26.640042021912322,23.669909401047494,28.491699933352937,30.175623571319818,7.379335951168141,8.75589084456206,36.694970570775254,35.172226487229416,1002.2320315718231,2359.9689264178946,1594.3347600567365,1109.690898320425,1109.5123273812803
NX1313,0.2962490465683482,0.2741888977170807,0.2932309631279004,0.29118905191294,0.29597314651229406,0.2569367806534205,0.24370583225120906,0.29215057745403056,0.3982920803419978,0.3987451356319237,0.32807305569324313,0.32931274625240786,0.34415800844749234,0.33417509353159514,0.31901550248910193,0.37881249441507836,0.46893551592345417,0.48057389365975833,0.4561225179549505,0.45210654218277574,0.4601344467364021,0.3642980742085748,0.32670672911831294,0.2967648013545714,8.379850934138863,7.899876695906387,7.9295481555520775,8.231834842274383,8.042041133991981,8.591009898266721,8.537778471296798,8.56274973696815,8.906948521246587,8.383422570710547,273.94967296257136,306.00419789322825,261.37096020323304,258.6023998025164,250.68284887080077
NX1314,0.3459480048074878,0.4431380582079633,0.35444249526237276,0.26570873681839,0.38362233822176584,0.34268079305185095,0.2576830015439817,0.2127036589171515,0.21873632233479295,0.2524900563293409,0.27858556822219854,0.3684010641187196,0.31615684169087144,0.2711181909152616,0.2780076218285185,0.29418548450631266,0.33666898584190336,0.32576262102271525,0.3189412354076395,0.30273188805501006,0.4095592460740685,0.48091362471896565,0.5611742852102242,0.42123879643392514,8.040598919541432,6.081732440376318,5.591943418804687,6.041982190733388,8.58586671588942,7.4508646771044456,7.780863958892284,9.581507840256597,8.13085507561883,6.826600001100616,312.7627328131568,387.92362092952544,277.85366941246673,252.73803286606648,241.88897214447957
NX1315,0.435814843847469,0.3825428280429372,0.33954303176341627,0.3504429890388029,0.340471335522225,0.3688896396351602,0.32295159914448957,0.32475760313579144,0.33964711292718314,0.3573738128103218,0.5027339631207938,0.42477190701280654,0.47670638478467237,0.4495833054938088,0.4407157747612524,0.40946130298075295,0.3913177729385571,0.416032580271787,0.5068183830580488,0.4961124076302133,0.5031637615810044,0.47831464223909703,0.5014445555577617,0.48190403566193646,10.04151557296029,9.65629701826747,10.156817787056683,10.111047594414375,10.74335866810071,11.450976801719765,10.277660386777294,10.259320426514726,10.628732217060724,10.843633234851058,350.288912603037,429.80893732552516,368.57877180457746,355.9082101903725,346.8876424877491
NX1316,0.4495340252741766,0.40361539489801024,0.419422023108739,0.4435141835658302,0.4502846267880394,0.44700312603889636,0.4664242955061378,0.4966419351607406,0.6298342748625999,0.598601186919937,0.5220986149412704,0.44825000508407215,0.4989681099719613,0.5172367977805359,0.5198692017617828,0.5031594895254036,0.5026669683312794,0.5714410800484278,0.5001019295698722,0.5029477103159676,0.5174499197212306,0.5853863516292349,0.5627554639973625,0.46955727158868504,12.026763986390193,10.468470800479604,9.602725839175418,10.45773537027602,11.400672931538777,11.314713967271846,11.493260125358349,11.459908733668671,10.36009256073887,10.012678256253741,340.1037949372084,329.04996659069616,291.74704571167933,282.6612891239166,272.8839065992572
NX1317,0.3837582494546303,0.343754208373532,0.3334042595771981,0.2686108045080804,0.25557896826546084,0.21358320582541263,0.22801862708112686,0.3077028465464963,0.34445905407190985,0.32955458547082866,0.3876883039291736,0.38066599678607504,0.4252071218880038,0.44251647964178664,0.39905686260864914,0.4529039259604807,0.4649242963578438,0.4332678940332887,0.4236266606394071,0.3957129689280173,0.506047842418456,0.5507306944242663,0.5241408286840844,0.5042532574250034,9.299167942899212,9.306388181628796,9.3441948972258,9.56050269290842,9.67520406087596,10.132243722668473,8.96198966376917,9.605136274460095,9.87017580900428,10.124210587378542,310.5132919235579,371.90475928403936,339.407302152273,319.0972213721099,313.4562191401792
NX1318,0.29968310195002634,0.1823112200711324,0.16632909974352486,0.16361566641271677,0.16263052514696705,0.15733774388792715,0.1535594112272726,0.1547349397477188,0.17446577165143545,0.2251456721961358,0.2896639597595799,0.35663088987263425,0.30257059916197104,0.27299219869999897,0.2283349584981376,0.19740284819991813,0.2696603164083449,0.2577323269086117,0.21738907235530588,0.2716575073553094,0.2933670679225725,0.3281090517085523,0.34160865892444364,0.33685874750391104,5.803791355314149,5.572760310311757,5.715446334649831,5.687687256014213,5.600252840550622,6.636741225712844,6.4066385513658135,5.9117570696034525,6.207155490438867,6.289281046980788,199.68865785843738,199.90096883078488,178.54454723265883,175.98109748927595,169.54381856049338
NX1319,0.3699564329051031,0.24098142443828782,0.20960622693952044,0.18994775745927278,0.20494283903774638,0.2055201659864799,0.2388369915990966,0.34362765212424456,0.4697415284006239,0.4332690505390085,0.43476989851051795,0.4194430286969785,0.374574494246201,0.42151938687568075,0.4016923931345052,0.40859566260472296,0.43456564132035636,0.45150664750225294,0.516522577483845,0.5333048816693009,0.5911313022774024,0.5527554340766216,0.5008732691950486,0.398407023930643,9.346091710953461,8.817713355711046,8.5651024303778,9.009230380125471,9.09323235243757,9.29194827045004,9.388323964653933,9.556108190816317,9.135613407550686,9.12934695690312,298.1356468507787,329.76267437794485,293.0531463274372,290.86100973623877,282.180798802218
NX1320,3.4042583947690743,3.3946667837939786,3.2590947616008914,3.2216297192158825,3.2450883391120695,3.2607345087569772,3.126459765452371,3.2506057897955776,4.232327425101673,5.6368163289355415,6.0006164264453,6.086195035353554,6.928540165199918,7.081807787954228,6.125945397516561,6.160926369212248,5.929830776845197,5.747463877655369,6.060548223634642,6.012571017879322,5.588843650122642,5.249886812733396,3.3752730753388476,3.185853729323672,115.56598416174893,105.67265532763986,107.2098366001253,104.71692076880248,110.95061069789841,115.99250170929324,117.27295542610895,117.44447761177746,105.0113430677162,110.64232860167571,3569.9506950783207,3470.2355733853396,3173.574621705473,3156.57893862347,3052.0588384592124
NX1321,0.4851381639282913,0.4971179966259192,0.4412122211556909,0.36213320382151504,0.33063932880079505,0.3281546320994852,0.31674128539571944,0.30896143423774697,0.34240265654350455,0.3453997714713193,0.4730706302036101,0.4180769993162379,0.37335498418711294,0.3368108049359206,0.3433309844851544,0.33847083828313573,0.38960774333376047,0.38872096215866675,0.39529409207067995,0.4536405173293749,0.5520658476290125,0.6067673107200047,0.5059052357538804,0.49334580410404016,9.826363448590579,10.048778493114625,10.064435695115577,10.59644499541682,10.336552313892188,11.587179806047983,10.614382071456788,10.476815595392429,10.918311717552832,11.987600065619924,372.2447986482256,418.7300769237025,351.84757760230696,346.43646590255423,331.9115382419116
NX1322,0.11969709110069825,0.12510266051623883,0.1278789909461658,0.13319124647977773,0.13339221192818493,0.12881993001456576,0.13114927335389856,0.19215984178544346,0.40170636741337173,0.363696005023298,0.3450219071748641,0.2934261893634157,0.25958890824208897,0.29789433649681085,0.3431947486040659,0.3385234957631352,0.2853187104629123,0.27999836676073875,0.39292699112622304,0.4568978244473238,0.29672078235943616,0.15889947530188855,0.14972382776523982,0.13628477605664965,5.891213958486436,5.380942577470135,5.682688826978273,5.905855002634956,5.446118686965219,6.737368638617021,7.083497062665494,6.351144083889387,6.393772735118411,6.445293967744644,214.84485912462944,219.46193366215113,185.37183948331884,179.41865109918444,173.25115081295382
NX1323,0.19676880789494092,0.19469237807142223,0.19652842466218975,0.19462279136764454,0.19426901282799677,0.20989796926483328,0.28871899728640754,0.29736310030975766,0.18489591602155478,0.1713344796634087,0.19926025516532664,0.2042296820201482,0.20780935804547815,0.21876062958340217,0.20575059645260638,0.18410155223289487,0.16263322218433074,0.2651186576481764,0.30790350849636067,0.244623377026941,0.25568507781509536,0.31271539055794206,0.3278101879127088,0.2134975050281298,5.438990877539697,5.541645419406195,5.80790476426734,5.668167867928854,5.811715246553494,6.519972009000532,5.631745043957024,5.935698458157235,6.181936772795466,6.2200931667817425,198.02389191141793,240.0656196555435,205.59949470852652,201.39223973902423,195.73966754216687
NX1324,0.15970786916030805,0.1537947283952151,0.15401155688404133,0.15471754322299958,0.15798106041067805,0.18782435279434617,0.18241284097909632,0.20443425945306942,0.22584368667078292,1.8904732985850041,5.052134137456694,5.529640515317759,4.976556151863139,4.001833150650272,3.8640890619477894,4.188797333235683,3.561507122903559,3.4252967687693,2.503147241753438,0.6560745703428965,0.5229005007737222,0.5056725081802177,0.38701990472145154,0.34061274369085526,42.986482908162316,9.363112472568076,8.327961715909145,21.149276824099314,13.720630847453952,13.01310369879626,28.306751667615064,43.702362358857975,11.846163714937035,12.70858716071431,920.5297707075755,1722.1113192934133,961.8082572457733,688.5022937747577,704.8208650188797
NX1325,0.4669206278207551,0.454552790050425,0.4613890182716259,0.30909438040684906,0.32706449644308744,0.3108446631079084,0.3497600260324252,0.42738993054945174,0.4898781792517338,0.49017191277153305,0.3653788437203344,0.36418287271902916,0.3596724228476857,0.40798180059677314,0.3770891821502559,0.3437914292366951,0.3723450931022411,0.48484216170675615,0.49299480388408906,0.5236070514475032,0.5085263391704476,0.5476844047361152,0.5523841360308924,0.5516834678751886,10.339230033929802,10.142556371587219,9.290961034794499,9.287679000649185,9.256831554313635,10.324042868162993,10.877501505547263,10.405758768049115,10.571800019104987,10.331338362567065,339.5440820811278,368.30896803649017,321.4718237984645,316.30023823293294,305.7353900533695
NX1326,0.4696459118831005,0.4714616132600311,0.4576522950141794,0.4714767382373382,0.4677251027755201,0.4639617344040551,0.46689417495404106,0.48078890588407885,0.46472715278612453,0.477153540266369,0.4644802266967194,0.46477134585048546,0.4722057622948457,0.4687906489640993,0.4737678475218317,0.47897127592464456,0.4830524742851823,0.4848761697060002,0.4771387835601778,0.4648001273321739,0.47719917599703965,0.4703537033878654,0.4794890069501017,0.47064147489673347,11.322025192832738,16.25633875207722,16.247277856129294,16.58640980778959,18.45595900074184,19.041891213440834,12.241292275981289,12.042094335916115,18.608140417506597,19.166071958975618,549.3244782089845,817.7687809695901,741.0156274252628,632.6953942636999,626.7560506830312
